"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02003239","Newborough & Peakirk","High heat, not enhanced risk","Lowest heat risk",2,0,2,426,863,7
"E02003240","Barnack, Wittering & Wansford","High heat, not enhanced risk","Lowest heat risk",0,0,2,376,453,9
"E02003241","Eye & Thorney","High heat, not enhanced risk","Medium heat risk",2,0,1,429,647,2
"E02003242","Walton","High heat, not enhanced risk","Medium heat risk",1,0,4,422,1069,5
"E02003243","Paston","High heat and enhanced risk","Highest heat risk",1,0,1,989,446,3
"E02003244","Dogsthorpe","High heat and enhanced risk","Highest heat risk",0,0,2,753,617,2
"E02003245","North Bretton & Westwood","High heat and enhanced risk","Highest heat risk",0,1,1,547,258,4
"E02003246","Millfield & Bourges Boulevard","High heat and enhanced risk","Highest heat risk",0,0,4,704,300,3
"E02003247","Bretton Park","High heat, not enhanced risk","Medium heat risk",1,0,0,529,505,3
"E02003248","Central Park","High heat and enhanced risk","Highest heat risk",3,0,6,838,473,2
"E02003249","Fengate & Parnwell","High heat and enhanced risk","Highest heat risk",5,0,3,944,625,3
"E02003250","Peterborough Central","High heat and enhanced risk","Highest heat risk",4,0,6,888,444,2
"E02003251","Longthorpe & Netherton","High heat, not enhanced risk","Lowest heat risk",3,4,1,357,1035,6
"E02003252","West Town & Woodston","High heat, not enhanced risk","Medium heat risk",2,1,5,897,448,3
"E02003253","Fletton","High heat and enhanced risk","Highest heat risk",3,0,1,633,531,4
"E02003254","Orton West & Castor","High heat, not enhanced risk","Lowest heat risk",1,0,2,421,1058,9
"E02003255","Stanground","High heat, not enhanced risk","Medium heat risk",0,0,3,1083,907,5
"E02003257","Orton Malborne & Goldhay","High heat and enhanced risk","Highest heat risk",0,0,2,614,362,2
"E02006877","Hargate & Orton Longueville","High heat, not enhanced risk","Lowest heat risk",2,0,2,894,622,2
"E02006878","Hampton Vale","High heat, not enhanced risk","Lowest heat risk",3,0,2,1035,194,3
"E02003122","Glenholt & Widewell","Lower heat risk","Lowest heat risk",5,0,2,318,1084,7
"E02003123","Southway","Lower heat risk","Medium heat risk",0,0,1,544,769,6
"E02003124","Tamerton Foliot","Lower heat risk","Highest heat risk",2,0,0,550,594,2
"E02003125","Ernesettle","Lower heat risk","Medium heat risk",1,0,0,264,529,3
"E02003126","Derriford & Estover","High heat, not enhanced risk","Lowest heat risk",2,4,5,371,652,6
"E02003127","King's Tamerton & West Park","High heat, not enhanced risk","Medium heat risk",4,0,1,429,543,3
"E02003128","Honicknowle & Manadon","High heat, not enhanced risk","Medium heat risk",2,0,1,551,724,4
"E02003129","Crownhill","High heat, not enhanced risk","Lowest heat risk",0,1,3,344,650,8
"E02003130","St Budeaux","High heat and enhanced risk","Highest heat risk",0,0,3,554,726,4
"E02003131","Deer Park & Leigham","High heat, not enhanced risk","Lowest heat risk",0,0,2,333,693,6
"E02003132","Ham, Beacon Park & Pennycross","High heat, not enhanced risk","Medium heat risk",1,0,3,495,702,7
"E02003133","Higher Compton & Eggbuckland","High heat, not enhanced risk","Lowest heat risk",1,0,2,335,729,7
"E02003134","North Prospect","High heat, not enhanced risk","Medium heat risk",0,0,1,428,414,3
"E02003135","Keyham","High heat and enhanced risk","Highest heat risk",1,0,1,416,256,3
"E02003136","Plympton St Mary","Lower heat risk","Medium heat risk",8,0,2,269,1260,4
"E02003137","Mannamead & Hartley","High heat, not enhanced risk","Medium heat risk",6,0,4,323,1048,5
"E02003138","Peverell","High heat, not enhanced risk","Medium heat risk",1,0,3,410,400,7
"E02003139","Plympton Chaddlewood","High heat, not enhanced risk","Lowest heat risk",0,0,2,386,327,10
"E02003140","Plympton Underwood","Lower heat risk","Lowest heat risk",4,0,1,400,848,7
"E02003141","Ford & Blockhouse Park","High heat and enhanced risk","Highest heat risk",10,0,0,459,474,2
"E02003142","Efford, Laira & Crabtree","High heat and enhanced risk","Highest heat risk",1,1,3,479,657,3
"E02003143","Plympton St Maurice","Lower heat risk","Lowest heat risk",0,0,4,329,699,9
"E02003144","Mutley","High heat and enhanced risk","Highest heat risk",10,0,1,202,387,1
"E02003145","Stoke & Pennycomequick","High heat and enhanced risk","Highest heat risk",11,0,1,312,529,3
"E02003146","Lipson","High heat and enhanced risk","Highest heat risk",6,1,1,453,319,5
"E02003147","Devonport, Mount Wise & Morice Town","High heat and enhanced risk","Highest heat risk",1,1,3,622,388,1
"E02003148","City Centre, Barbican & Sutton Harbour","High heat and enhanced risk","Highest heat risk",0,0,3,344,406,1
"E02003149","Cattedown & Prince Rock","High heat and enhanced risk","Highest heat risk",2,0,2,447,350,2
"E02003151","Plymstock Elburton","Lower heat risk","Lowest heat risk",3,0,0,300,1299,6
"E02003152","Plymstock Hooe & Oreston","Lower heat risk","Lowest heat risk",4,1,1,558,1167,8
"E02003153","Plymstock Goosewell & Staddiscombe","High heat, not enhanced risk","Lowest heat risk",2,0,4,381,958,8
"E02006989","Victoria Park","High heat and enhanced risk","Highest heat risk",0,0,2,231,246,1
"E02006990","Stonehouse","High heat and enhanced risk","Highest heat risk",1,0,1,307,557,1
"E02003524","Paulsgrove East","High heat and enhanced risk","Highest heat risk",0,0,3,393,412,3
"E02003525","Wymering","High heat and enhanced risk","Highest heat risk",0,1,2,398,325,2
"E02003526","Cosham North","High heat, not enhanced risk","Lowest heat risk",3,0,4,275,1059,7
"E02003527","Paulsgrove West & Port Solent","High heat, not enhanced risk","Medium heat risk",0,0,3,417,502,7
"E02003529","Cosham South","High heat, not enhanced risk","Medium heat risk",1,0,2,461,623,5
"E02003530","Hilsea","High heat, not enhanced risk","Medium heat risk",1,0,4,465,565,6
"E02003531","Anchorage Park & Copnor","High heat, not enhanced risk","Lowest heat risk",0,0,4,392,629,6
"E02003532","Alexandra Park","High heat, not enhanced risk","Medium heat risk",1,0,5,448,390,5
"E02003533","North End West & Whale Island","High heat and enhanced risk","Highest heat risk",0,0,2,424,297,2
"E02003534","North End East","High heat, not enhanced risk","Medium heat risk",0,0,2,544,374,6
"E02003535","Fratton North","High heat and enhanced risk","Highest heat risk",1,0,2,585,310,2
"E02003536","Landport","High heat and enhanced risk","Highest heat risk",0,0,0,652,366,1
"E02003537","Baffins","High heat, not enhanced risk","Medium heat risk",0,0,1,621,741,8
"E02003538","Fratton Kingston","High heat and enhanced risk","Highest heat risk",1,0,2,744,368,1
"E02003540","Milton","High heat, not enhanced risk","Medium heat risk",4,1,4,478,996,4
"E02003541","Somers Town","High heat and enhanced risk","Highest heat risk",2,0,1,530,523,2
"E02003542","Southsea Haslemere Road","High heat, not enhanced risk","Medium heat risk",0,0,0,453,399,6
"E02003543","Southsea Fawcett Road","High heat and enhanced risk","Highest heat risk",1,0,2,378,228,5
"E02003544","Southsea Prince Albert Road","High heat, not enhanced risk","Medium heat risk",0,0,1,392,256,5
"E02003545","Southsea West","High heat and enhanced risk","Highest heat risk",6,0,4,251,518,3
"E02003546","Eastney","Lower heat risk","Highest heat risk",2,0,2,390,725,5
"E02003547","Old Portsmouth & Southsea Common","High heat and enhanced risk","Highest heat risk",2,0,0,288,944,7
"E02003548","Southsea Waverley Road","High heat and enhanced risk","Highest heat risk",6,0,0,250,461,1
"E02006821","Drayton & Farlington","High heat, not enhanced risk","Lowest heat risk",1,0,3,364,684,9
"E02006975","Portsea","High heat and enhanced risk","Highest heat risk",0,0,2,343,159,1
"E02006976","Fratton West","High heat and enhanced risk","Highest heat risk",0,0,3,337,324,1
"E02005253","Grimsargh & Goosnargh","High heat, not enhanced risk","Lowest heat risk",4,1,2,437,711,5
"E02005254","Broughton & Wychnor","High heat, not enhanced risk","Lowest heat risk",3,2,7,707,789,8
"E02005255","Fulwood","Lower heat risk","Lowest heat risk",2,0,1,493,1067,9
"E02005256","Longsands","Lower heat risk","Lowest heat risk",4,3,6,338,627,2
"E02005257","Ingol","Lower heat risk","Highest heat risk",4,0,3,348,572,1
"E02005258","Cadley & College","Lower heat risk","Medium heat risk",10,0,4,390,908,5
"E02005259","Brookfield & Holme Slack","Lower heat risk","Highest heat risk",2,0,4,710,712,1
"E02005260","Haslam Park","Lower heat risk","Lowest heat risk",2,0,1,322,745,5
"E02005261","Ribbleton","Lower heat risk","Highest heat risk",1,0,3,616,483,1
"E02005262","Lea & Marina","Lower heat risk","Lowest heat risk",2,0,1,554,390,4
"E02005263","Moor Park","High heat and enhanced risk","Highest heat risk",2,0,0,492,219,1
"E02005264","Plungington & University","High heat and enhanced risk","Highest heat risk",0,0,4,695,283,2
"E02005265","Ashton-on-Ribble & Larches","Lower heat risk","Medium heat risk",6,0,5,658,832,3
"E02005266","St Matthew's","High heat and enhanced risk","Highest heat risk",2,0,1,832,189,1
"E02005267","St George's","High heat and enhanced risk","Highest heat risk",0,0,1,341,145,1
"E02005268","Frenchwood & Fishwick","Lower heat risk","Highest heat risk",3,0,1,735,379,2
"E02005269","Preston Town Centre","High heat and enhanced risk","Highest heat risk",0,0,4,489,231,1
"E02003389","Caversham Emmer Green","High heat, not enhanced risk","Lowest heat risk",4,0,4,358,859,9
"E02003390","Caversham Heights","High heat, not enhanced risk","Lowest heat risk",2,0,0,314,689,10
"E02003391","Caversham Balmore Park","High heat, not enhanced risk","Lowest heat risk",2,0,4,472,874,7
"E02003392","Lower Caversham","High heat, not enhanced risk","Medium heat risk",1,1,2,523,444,5
"E02003393","Tilehurst North","High heat, not enhanced risk","Lowest heat risk",3,0,1,433,783,9
"E02003394","Norcot North","High heat and enhanced risk","Highest heat risk",1,0,1,616,497,1
"E02003395","Battle & Caversham Bridge","High heat and enhanced risk","Highest heat risk",0,0,0,839,235,6
"E02003396","Norcot South","High heat and enhanced risk","Highest heat risk",2,0,5,633,472,5
"E02003397","Tilehurst South","High heat, not enhanced risk","Medium heat risk",1,0,1,509,652,5
"E02003398","Palmer Park","High heat and enhanced risk","Highest heat risk",0,0,1,705,269,8
"E02003400","Wokingham Road","High heat, not enhanced risk","Medium heat risk",4,0,3,324,422,4
"E02003401","Coley Park","High heat and enhanced risk","Highest heat risk",7,2,1,595,596,1
"E02003402","Southampton Street & Redlands Road","High heat and enhanced risk","Highest heat risk",1,1,4,585,234,4
"E02003403","Southcote","High heat, not enhanced risk","Medium heat risk",1,2,3,526,747,5
"E02003404","Leighton Park","High heat, not enhanced risk","Medium heat risk",2,0,1,349,423,2
"E02003405","Kennet Island & Green Park","High heat and enhanced risk","Highest heat risk",0,1,2,898,346,2
"E02003406","Whitley Wood","High heat, not enhanced risk","Medium heat risk",1,0,1,467,437,3
"E02006939","Central Reading North","High heat and enhanced risk","Highest heat risk",1,0,4,509,102,3
"E02006940","Central Reading South","High heat and enhanced risk","Highest heat risk",0,0,1,511,101,3
"E02000751","Woodford Wells","High heat, not enhanced risk","Lowest heat risk",5,0,3,610,1225,10
"E02000752","Hainault East","High heat and enhanced risk","Highest heat risk",0,0,5,701,380,3
"E02000753","Hainault West","High heat and enhanced risk","Highest heat risk",1,0,0,560,364,5
"E02000754","Woodford Green","High heat, not enhanced risk","Medium heat risk",1,0,2,411,333,8
"E02000755","Woodford Bridge","High heat, not enhanced risk","Medium heat risk",1,0,1,318,373,8
"E02000756","Fairlop","High heat, not enhanced risk","Medium heat risk",1,0,4,1001,789,8
"E02000757","South Woodford High Road","High heat, not enhanced risk","Medium heat risk",2,0,9,847,715,9
"E02000758","Clayhall North","High heat, not enhanced risk","Medium heat risk",0,0,0,372,443,6
"E02000759","Roding","High heat, not enhanced risk","Medium heat risk",2,0,3,879,571,10
"E02000760","Barkingside North","High heat and enhanced risk","Highest heat risk",1,0,2,455,486,4
"E02000762","Barkingside West","High heat, not enhanced risk","Medium heat risk",1,0,1,358,488,9
"E02000763","Aldborough Hatch","High heat, not enhanced risk","Medium heat risk",0,0,2,506,371,10
"E02000764","Snaresbrook","High heat, not enhanced risk","Medium heat risk",5,0,4,727,1127,7
"E02000765","Barkingside East","High heat, not enhanced risk","Medium heat risk",0,0,2,534,374,10
"E02000767","Newbury Park","High heat and enhanced risk","Highest heat risk",3,0,5,515,508,3
"E02000768","Wanstead","High heat, not enhanced risk","Lowest heat risk",0,0,3,357,451,10
"E02000770","Seven Kings Park","High heat and enhanced risk","Highest heat risk",3,0,2,491,368,9
"E02000772","Goodmayes North","High heat and enhanced risk","Highest heat risk",5,4,4,570,272,6
"E02000773","Ley Street","High heat and enhanced risk","Highest heat risk",0,0,1,786,443,7
"E02000774","Seven Kings Meads Lane","High heat and enhanced risk","Highest heat risk",3,0,2,683,330,7
"E02000776","Ilford North East","High heat and enhanced risk","Highest heat risk",3,0,1,465,248,6
"E02000777","Wanstead Flats","High heat, not enhanced risk","Medium heat risk",1,0,0,465,348,7
"E02000779","Ilford North West","High heat and enhanced risk","Highest heat risk",6,0,7,792,302,4
"E02000781","South Park","High heat, not enhanced risk","Medium heat risk",1,0,2,1129,755,8
"E02000782","Ilford South West","High heat and enhanced risk","Highest heat risk",2,0,3,1013,253,3
"E02000783","Loxford Park","High heat and enhanced risk","Highest heat risk",0,0,1,591,163,6
"E02006800","Goodmayes South","High heat and enhanced risk","Highest heat risk",10,0,6,1169,445,5
"E02006924","Valentines Park & Cranbrook","High heat, not enhanced risk","Medium heat risk",8,0,3,778,759,5
"E02006925","Clayhall South","High heat, not enhanced risk","Lowest heat risk",1,1,4,674,906,10
"E02007017","Chadwell Heath North West","High heat, not enhanced risk","Medium heat risk",4,0,0,549,454,4
"E02007018","Chadwell Heath South West","High heat and enhanced risk","Highest heat risk",2,0,2,595,233,4
"E02007019","Ilford Central & East","High heat and enhanced risk","Highest heat risk",3,0,0,689,198,7
"E02007020","Ilford South East","High heat and enhanced risk","Highest heat risk",0,0,5,852,317,7
"E02002515","Redcar Town & Coatham","Lower heat risk","Highest heat risk",10,0,4,272,607,1
"E02002516","Redcar Lakes North","High heat, not enhanced risk","Medium heat risk",0,0,2,404,505,4
"E02002517","Dormanstown","High heat, not enhanced risk","Medium heat risk",0,0,1,329,457,3
"E02002518","Redcar East","High heat, not enhanced risk","Lowest heat risk",1,0,0,480,1006,8
"E02002519","Redcar Lakes South","High heat and enhanced risk","Highest heat risk",4,1,1,363,804,1
"E02002520","Marske","High heat, not enhanced risk","Medium heat risk",1,0,2,479,1753,7
"E02002521","Saltburn","High heat, not enhanced risk","Medium heat risk",6,0,1,132,885,2
"E02002523","Grangetown","High heat and enhanced risk","Highest heat risk",1,0,2,510,214,1
"E02002524","Brotton","High heat, not enhanced risk","Medium heat risk",1,1,0,242,561,4
"E02002525","Eston","High heat and enhanced risk","Highest heat risk",4,0,1,321,836,1
"E02002526","Skelton","High heat, not enhanced risk","Medium heat risk",2,0,2,371,582,8
"E02002527","Loftus & Skinningrove","High heat and enhanced risk","Highest heat risk",3,0,0,330,377,1
"E02002529","Bankfields","Lower heat risk","Medium heat risk",1,1,0,330,558,5
"E02002530","Boosbeck, Lingdale & Easington","High heat, not enhanced risk","Medium heat risk",1,0,1,261,643,5
"E02002532","Guisborough North","Lower heat risk","Highest heat risk",2,0,2,325,665,2
"E02002533","Guisborough West","Lower heat risk","Lowest heat risk",1,0,1,314,734,8
"E02002534","Guisborough Outer & Upleatham","Lower heat risk","Lowest heat risk",2,0,1,169,885,9
"E02006812","Ormesby","Lower heat risk","Medium heat risk",1,0,2,375,811,6
"E02006910","South Bank & Teesville","High heat and enhanced risk","Highest heat risk",1,0,3,626,809,1
"E02006721","Riverside & Church Hill North","High heat, not enhanced risk","Lowest heat risk",1,0,3,349,600,10
"E02006722","Church Hill South","High heat, not enhanced risk","Medium heat risk",0,0,1,324,174,3
"E02006723","Batchley & Brockhill","High heat, not enhanced risk","Medium heat risk",2,0,2,667,488,2
"E02006724","Redditch Town & Abbeydale","High heat and enhanced risk","Highest heat risk",0,0,2,455,279,2
"E02006725","Winyates Green","High heat, not enhanced risk","Medium heat risk",1,0,1,327,303,3
"E02006726","Southcrest","High heat, not enhanced risk","Medium heat risk",1,0,2,320,479,4
"E02006727","Arrow Valley & Ipsley","High heat, not enhanced risk","Lowest heat risk",0,0,1,339,568,7
"E02006728","Webheath","High heat, not enhanced risk","Lowest heat risk",4,0,4,418,776,4
"E02006729","Matchborough & Park Farm","High heat, not enhanced risk","Lowest heat risk",0,2,1,459,508,4
